,M,F,overall,agedays
14221,4.08563562049895e-06,2.50144535301533e-06,3.29354048675714e-06,14221
14222,4.08665119147518e-06,2.50212611038857e-06,3.29438865093188e-06,14222
14223,4.08766676245141e-06,2.50280686776182e-06,3.29523681510661e-06,14223
14224,4.08868233342764e-06,2.50348762513506e-06,3.29608497928135e-06,14224
14225,4.08969790440387e-06,2.5041683825083e-06,3.29693314345609e-06,14225
14226,4.09071347538011e-06,2.50484913988154e-06,3.29778130763082e-06,14226
14227,4.09172904635634e-06,2.50552989725479e-06,3.29862947180556e-06,14227
14228,4.09274461733257e-06,2.50621065462803e-06,3.2994776359803e-06,14228
14229,4.0937601883088e-06,2.50689141200127e-06,3.30032580015504e-06,14229
14230,4.09477575928503e-06,2.50757216937451e-06,3.30117396432977e-06,14230
14231,4.09579133026127e-06,2.50825292674776e-06,3.30202212850451e-06,14231
14232,4.0968069012375e-06,2.508933684121e-06,3.30287029267925e-06,14232
14233,4.09782247221373e-06,2.50961444149424e-06,3.30371845685398e-06,14233
14234,4.09883804318996e-06,2.51029519886748e-06,3.30456662102872e-06,14234
14235,4.09985361416619e-06,2.51097595624073e-06,3.30541478520346e-06,14235
14236,4.10086918514242e-06,2.51165671361397e-06,3.3062629493782e-06,14236
14237,4.10188475611866e-06,2.51233747098721e-06,3.30711111355293e-06,14237
14238,4.10290032709489e-06,2.51301822836045e-06,3.30795927772767e-06,14238
14239,4.10391589807112e-06,2.5136989857337e-06,3.30880744190241e-06,14239
14240,4.10493146904735e-06,2.51437974310694e-06,3.30965560607715e-06,14240
14241,4.10594704002358e-06,2.51506050048018e-06,3.31050377025188e-06,14241
14242,4.10696261099982e-06,2.51574125785342e-06,3.31135193442662e-06,14242
14243,4.10797818197605e-06,2.51642201522666e-06,3.31220009860136e-06,14243
14244,4.10899375295228e-06,2.51710277259991e-06,3.31304826277609e-06,14244
14245,4.11000932392851e-06,2.51778352997315e-06,3.31389642695083e-06,14245
14246,4.11102489490474e-06,2.51846428734639e-06,3.31474459112557e-06,14246
14247,4.11204046588098e-06,2.51914504471964e-06,3.31559275530031e-06,14247
14248,4.11305603685721e-06,2.51982580209288e-06,3.31644091947504e-06,14248
14249,4.11407160783344e-06,2.52050655946612e-06,3.31728908364978e-06,14249
14250,4.11508717880967e-06,2.52118731683936e-06,3.31813724782452e-06,14250
14251,4.1161027497859e-06,2.5218680742126e-06,3.31898541199925e-06,14251
14252,4.11711832076214e-06,2.52254883158585e-06,3.31983357617399e-06,14252
14253,4.11813389173837e-06,2.52322958895909e-06,3.32068174034873e-06,14253
14254,4.1191494627146e-06,2.52391034633233e-06,3.32152990452347e-06,14254
14255,4.12016503369083e-06,2.52459110370558e-06,3.3223780686982e-06,14255
14256,4.12118060466706e-06,2.52527186107882e-06,3.32322623287294e-06,14256
14257,4.1221961756433e-06,2.52595261845206e-06,3.32407439704768e-06,14257
14258,4.12321174661953e-06,2.5266333758253e-06,3.32492256122241e-06,14258
14259,4.12422731759576e-06,2.52731413319854e-06,3.32577072539715e-06,14259
14260,4.12524288857199e-06,2.52799489057179e-06,3.32661888957189e-06,14260
14261,4.12625845954822e-06,2.52867564794503e-06,3.32746705374663e-06,14261
14262,4.12727403052446e-06,2.52935640531827e-06,3.32831521792136e-06,14262
14263,4.12828960150069e-06,2.53003716269151e-06,3.3291633820961e-06,14263
14264,4.12930517247692e-06,2.53071792006476e-06,3.33001154627084e-06,14264
14265,4.13032074345315e-06,2.531398677438e-06,3.33085971044558e-06,14265
14266,4.13133631442938e-06,2.53207943481124e-06,3.33170787462031e-06,14266
14267,4.13235188540561e-06,2.53276019218448e-06,3.33255603879505e-06,14267
14268,4.13336745638185e-06,2.53344094955773e-06,3.33340420296979e-06,14268
14269,4.13438302735808e-06,2.53412170693097e-06,3.33425236714452e-06,14269
14270,4.13539859833431e-06,2.53480246430421e-06,3.33510053131926e-06,14270
14271,4.13641416931054e-06,2.53548322167745e-06,3.335948695494e-06,14271
14272,4.13742974028677e-06,2.5361639790507e-06,3.33679685966874e-06,14272
14273,4.13844531126301e-06,2.53684473642394e-06,3.33764502384347e-06,14273
14274,4.13946088223924e-06,2.53752549379718e-06,3.33849318801821e-06,14274
14275,4.14047645321547e-06,2.53820625117042e-06,3.33934135219295e-06,14275
14276,4.1414920241917e-06,2.53888700854367e-06,3.34018951636768e-06,14276
14277,4.14250759516793e-06,2.53956776591691e-06,3.34103768054242e-06,14277
14278,4.14352316614417e-06,2.54024852329015e-06,3.34188584471716e-06,14278
14279,4.1445387371204e-06,2.54092928066339e-06,3.3427340088919e-06,14279
14280,4.14555430809663e-06,2.54161003803664e-06,3.34358217306663e-06,14280
14281,4.14656987907286e-06,2.54229079540988e-06,3.34443033724137e-06,14281
14282,4.14758545004909e-06,2.54297155278312e-06,3.34527850141611e-06,14282
14283,4.14860102102533e-06,2.54365231015636e-06,3.34612666559084e-06,14283
14284,4.14961659200156e-06,2.54433306752961e-06,3.34697482976558e-06,14284
14285,4.15063216297779e-06,2.54501382490285e-06,3.34782299394032e-06,14285
14286,4.15164773395402e-06,2.54569458227609e-06,3.34867115811506e-06,14286
14287,4.15266330493025e-06,2.54637533964933e-06,3.34951932228979e-06,14287
14288,4.15367887590649e-06,2.54705609702258e-06,3.35036748646453e-06,14288
14289,4.15469444688272e-06,2.54773685439582e-06,3.35121565063927e-06,14289
14290,4.15571001785895e-06,2.54841761176906e-06,3.35206381481401e-06,14290
14291,4.15672558883518e-06,2.5490983691423e-06,3.35291197898874e-06,14291
14292,4.15774115981141e-06,2.54977912651555e-06,3.35376014316348e-06,14292
14293,4.15875673078765e-06,2.55045988388879e-06,3.35460830733822e-06,14293
14294,4.15977230176388e-06,2.55114064126203e-06,3.35545647151295e-06,14294
14295,4.16078787274011e-06,2.55182139863527e-06,3.35630463568769e-06,14295
14296,4.16180344371634e-06,2.55250215600852e-06,3.35715279986243e-06,14296
14297,4.16281901469257e-06,2.55318291338176e-06,3.35800096403717e-06,14297
14298,4.1638345856688e-06,2.553863670755e-06,3.3588491282119e-06,14298
14299,4.16485015664504e-06,2.55454442812824e-06,3.35969729238664e-06,14299
14300,4.16586572762127e-06,2.55522518550149e-06,3.36054545656138e-06,14300
14301,4.1668812985975e-06,2.55590594287473e-06,3.36139362073611e-06,14301
14302,4.16789686957373e-06,2.55658670024797e-06,3.36224178491085e-06,14302
14303,4.16891244054996e-06,2.55726745762121e-06,3.36308994908559e-06,14303
14304,4.1699280115262e-06,2.55794821499446e-06,3.36393811326033e-06,14304
14305,4.17094358250243e-06,2.5586289723677e-06,3.36478627743506e-06,14305
14306,4.17195915347866e-06,2.55930972974094e-06,3.3656344416098e-06,14306
14307,4.17297472445489e-06,2.55999048711418e-06,3.36648260578454e-06,14307
14308,4.17399029543112e-06,2.56067124448743e-06,3.36733076995928e-06,14308
14309,4.17500586640736e-06,2.56135200186067e-06,3.36817893413401e-06,14309
14310,4.17602143738359e-06,2.56203275923391e-06,3.36902709830875e-06,14310
14311,4.17703700835982e-06,2.56271351660715e-06,3.36987526248349e-06,14311
14312,4.17805257933605e-06,2.5633942739804e-06,3.37072342665822e-06,14312
14313,4.17906815031228e-06,2.56407503135364e-06,3.37157159083296e-06,14313
14314,4.18008372128852e-06,2.56475578872688e-06,3.3724197550077e-06,14314
14315,4.18109929226475e-06,2.56543654610012e-06,3.37326791918244e-06,14315
14316,4.18211486324098e-06,2.56611730347337e-06,3.37411608335717e-06,14316
14317,4.18313043421721e-06,2.56679806084661e-06,3.37496424753191e-06,14317
14318,4.18414600519344e-06,2.56747881821985e-06,3.37581241170665e-06,14318
14319,4.18516157616968e-06,2.56815957559309e-06,3.37666057588138e-06,14319
14320,4.18617714714591e-06,2.56884033296634e-06,3.37750874005612e-06,14320
14321,4.18719271812214e-06,2.56952109033958e-06,3.37835690423086e-06,14321
14322,4.18820828909837e-06,2.57020184771282e-06,3.3792050684056e-06,14322
14323,4.1892238600746e-06,2.57088260508606e-06,3.38005323258033e-06,14323
14324,4.19023943105084e-06,2.57156336245931e-06,3.38090139675507e-06,14324
14325,4.19125500202707e-06,2.57224411983255e-06,3.38174956092981e-06,14325
14326,4.1922705730033e-06,2.57292487720579e-06,3.38259772510455e-06,14326
14327,4.19328614397953e-06,2.57360563457903e-06,3.38344588927928e-06,14327
14328,4.19430171495576e-06,2.57428639195228e-06,3.38429405345402e-06,14328
14329,4.19531728593199e-06,2.57496714932552e-06,3.38514221762876e-06,14329
14330,4.19633285690823e-06,2.57564790669876e-06,3.38599038180349e-06,14330
14331,4.19734842788446e-06,2.576328664072e-06,3.38683854597823e-06,14331
14332,4.19836399886069e-06,2.57700942144525e-06,3.38768671015297e-06,14332
14333,4.19937956983692e-06,2.57769017881849e-06,3.38853487432771e-06,14333
14334,4.20039514081316e-06,2.57837093619173e-06,3.38938303850244e-06,14334
14335,4.20141071178939e-06,2.57905169356497e-06,3.39023120267718e-06,14335
14336,4.20242628276562e-06,2.57973245093822e-06,3.39107936685192e-06,14336
14337,4.20344185374185e-06,2.58041320831146e-06,3.39192753102665e-06,14337
14338,4.20445742471808e-06,2.5810939656847e-06,3.39277569520139e-06,14338
14339,4.20547299569431e-06,2.58177472305794e-06,3.39362385937613e-06,14339
14340,4.20648856667055e-06,2.58245548043119e-06,3.39447202355087e-06,14340
14341,4.20750413764678e-06,2.58313623780443e-06,3.3953201877256e-06,14341
14342,4.20851970862301e-06,2.58381699517767e-06,3.39616835190034e-06,14342
14343,4.20953527959924e-06,2.58449775255091e-06,3.39701651607508e-06,14343
14344,4.21055085057547e-06,2.58517850992416e-06,3.39786468024981e-06,14344
14345,4.21156642155171e-06,2.5858592672974e-06,3.39871284442455e-06,14345
14346,4.21258199252794e-06,2.58654002467064e-06,3.39956100859929e-06,14346
14347,4.21359756350417e-06,2.58722078204388e-06,3.40040917277403e-06,14347
14348,4.2146131344804e-06,2.58790153941713e-06,3.40125733694876e-06,14348
14349,4.21562870545663e-06,2.58858229679037e-06,3.4021055011235e-06,14349
14350,4.21664427643287e-06,2.58926305416361e-06,3.40295366529824e-06,14350
14351,4.2176598474091e-06,2.58994381153685e-06,3.40380182947297e-06,14351
14352,4.21867541838533e-06,2.5906245689101e-06,3.40464999364771e-06,14352
14353,4.21969098936156e-06,2.59130532628334e-06,3.40549815782245e-06,14353
14354,4.22070656033779e-06,2.59198608365658e-06,3.40634632199719e-06,14354
14355,4.22172213131403e-06,2.59266684102982e-06,3.40719448617192e-06,14355
14356,4.22273770229026e-06,2.59334759840307e-06,3.40804265034666e-06,14356
14357,4.22375327326649e-06,2.59402835577631e-06,3.4088908145214e-06,14357
14358,4.22476884424272e-06,2.59470911314955e-06,3.40973897869614e-06,14358
14359,4.22578441521895e-06,2.59538987052279e-06,3.41058714287087e-06,14359
14360,4.22679998619519e-06,2.59607062789603e-06,3.41143530704561e-06,14360
14361,4.22781555717142e-06,2.59675138526928e-06,3.41228347122035e-06,14361
14362,4.22883112814765e-06,2.59743214264252e-06,3.41313163539508e-06,14362
14363,4.22984669912388e-06,2.59811290001576e-06,3.41397979956982e-06,14363
14364,4.23086227010011e-06,2.59879365738901e-06,3.41482796374456e-06,14364
14365,4.23187784107635e-06,2.59947441476225e-06,3.4156761279193e-06,14365
14366,4.23289341205258e-06,2.60015517213549e-06,3.41652429209403e-06,14366
14367,4.23390898302881e-06,2.60083592950873e-06,3.41737245626877e-06,14367
14368,4.23492455400504e-06,2.60151668688197e-06,3.41822062044351e-06,14368
14369,4.23594012498127e-06,2.60219744425522e-06,3.41906878461825e-06,14369
14370,4.2369556959575e-06,2.60287820162846e-06,3.41991694879298e-06,14370
14371,4.23797126693374e-06,2.6035589590017e-06,3.42076511296772e-06,14371
14372,4.23898683790997e-06,2.60423971637495e-06,3.42161327714246e-06,14372
14373,4.2400024088862e-06,2.60492047374819e-06,3.42246144131719e-06,14373
14374,4.24101797986243e-06,2.60560123112143e-06,3.42330960549193e-06,14374
14375,4.24203355083866e-06,2.60628198849467e-06,3.42415776966667e-06,14375
14376,4.2430491218149e-06,2.60696274586791e-06,3.42500593384141e-06,14376
14377,4.24406469279113e-06,2.60764350324116e-06,3.42585409801614e-06,14377
14378,4.24508026376736e-06,2.6083242606144e-06,3.42670226219088e-06,14378
14379,4.24609583474359e-06,2.60900501798764e-06,3.42755042636562e-06,14379
14380,4.24711140571982e-06,2.60968577536088e-06,3.42839859054035e-06,14380
14381,4.24812697669606e-06,2.61036653273413e-06,3.42924675471509e-06,14381
14382,4.24914254767229e-06,2.61104729010737e-06,3.43009491888983e-06,14382
14383,4.25015811864852e-06,2.61172804748061e-06,3.43094308306457e-06,14383
14384,4.25117368962475e-06,2.61240880485385e-06,3.4317912472393e-06,14384
14385,4.25218926060098e-06,2.6130895622271e-06,3.43263941141404e-06,14385
14386,4.25320483157722e-06,2.61377031960034e-06,3.43348757558878e-06,14386
14387,4.25422040255345e-06,2.61445107697358e-06,3.43433573976352e-06,14387
14388,4.25523597352968e-06,2.61513183434682e-06,3.43518390393825e-06,14388
14389,4.25625154450591e-06,2.61581259172007e-06,3.43603206811299e-06,14389
14390,4.25726711548214e-06,2.61649334909331e-06,3.43688023228773e-06,14390
14391,4.25828268645838e-06,2.61717410646655e-06,3.43772839646246e-06,14391
14392,4.25929825743461e-06,2.61785486383979e-06,3.4385765606372e-06,14392
14393,4.26031382841084e-06,2.61853562121304e-06,3.43942472481194e-06,14393
14394,4.26132939938707e-06,2.61921637858628e-06,3.44027288898668e-06,14394
14395,4.2623449703633e-06,2.61989713595952e-06,3.44112105316141e-06,14395
14396,4.26336054133954e-06,2.62057789333276e-06,3.44196921733615e-06,14396
14397,4.26437611231577e-06,2.62125865070601e-06,3.44281738151089e-06,14397
14398,4.265391683292e-06,2.62193940807925e-06,3.44366554568562e-06,14398
14399,4.26640725426823e-06,2.62262016545249e-06,3.44451370986036e-06,14399
14400,4.26742282524446e-06,2.62330092282573e-06,3.4453618740351e-06,14400
14401,4.26843839622069e-06,2.62398168019898e-06,3.44621003820984e-06,14401
14402,4.26945396719693e-06,2.62466243757222e-06,3.44705820238457e-06,14402
14403,4.27046953817316e-06,2.62534319494546e-06,3.44790636655931e-06,14403
14404,4.27148510914939e-06,2.6260239523187e-06,3.44875453073405e-06,14404
14405,4.27250068012562e-06,2.62670470969195e-06,3.44960269490878e-06,14405
14406,4.27351625110185e-06,2.62738546706519e-06,3.45045085908352e-06,14406
14407,4.27453182207809e-06,2.62806622443843e-06,3.45129902325826e-06,14407
14408,4.27554739305432e-06,2.62874698181167e-06,3.452147187433e-06,14408
14409,4.27656296403055e-06,2.62942773918492e-06,3.45299535160773e-06,14409
14410,4.27757853500678e-06,2.63010849655816e-06,3.45384351578247e-06,14410
14411,4.27859410598301e-06,2.6307892539314e-06,3.45469167995721e-06,14411
14412,4.27960967695925e-06,2.63147001130464e-06,3.45553984413195e-06,14412
14413,4.28062524793548e-06,2.63215076867789e-06,3.45638800830668e-06,14413
14414,4.28164081891171e-06,2.63283152605113e-06,3.45723617248142e-06,14414
14415,4.28265638988794e-06,2.63351228342437e-06,3.45808433665616e-06,14415
14416,4.28367196086417e-06,2.63419304079761e-06,3.45893250083089e-06,14416
14417,4.28468753184041e-06,2.63487379817086e-06,3.45978066500563e-06,14417
14418,4.28570310281664e-06,2.6355545555441e-06,3.46062882918037e-06,14418
14419,4.28671867379287e-06,2.63623531291734e-06,3.46147699335511e-06,14419
14420,4.2877342447691e-06,2.63691607029058e-06,3.46232515752984e-06,14420
14421,4.28874981574533e-06,2.63759682766383e-06,3.46317332170458e-06,14421
14422,4.28976538672157e-06,2.63827758503707e-06,3.46402148587932e-06,14422
14423,4.2907809576978e-06,2.63895834241031e-06,3.46486965005405e-06,14423
14424,4.29179652867403e-06,2.63963909978355e-06,3.46571781422879e-06,14424
14425,4.29281209965026e-06,2.6403198571568e-06,3.46656597840353e-06,14425
14426,4.29382767062649e-06,2.64100061453004e-06,3.46741414257827e-06,14426
14427,4.29484324160273e-06,2.64168137190328e-06,3.468262306753e-06,14427
14428,4.29588544547919e-06,2.64236689934821e-06,3.4691261724137e-06,14428
14429,4.29700754805638e-06,2.64306673700819e-06,3.47003714253228e-06,14429
14430,4.29812965063356e-06,2.64376657466817e-06,3.47094811265086e-06,14430
14431,4.29925175321074e-06,2.64446641232815e-06,3.47185908276945e-06,14431
14432,4.30037385578793e-06,2.64516624998813e-06,3.47277005288803e-06,14432
14433,4.30149595836511e-06,2.64586608764811e-06,3.47368102300661e-06,14433
14434,4.30261806094229e-06,2.64656592530809e-06,3.47459199312519e-06,14434
14435,4.30374016351948e-06,2.64726576296807e-06,3.47550296324377e-06,14435
14436,4.30486226609666e-06,2.64796560062805e-06,3.47641393336235e-06,14436
14437,4.30598436867384e-06,2.64866543828803e-06,3.47732490348094e-06,14437
14438,4.30710647125103e-06,2.64936527594801e-06,3.47823587359952e-06,14438
14439,4.30822857382821e-06,2.65006511360799e-06,3.4791468437181e-06,14439
14440,4.30935067640539e-06,2.65076495126797e-06,3.48005781383668e-06,14440
14441,4.31047277898258e-06,2.65146478892795e-06,3.48096878395526e-06,14441
14442,4.31159488155976e-06,2.65216462658793e-06,3.48187975407384e-06,14442
14443,4.31271698413694e-06,2.65286446424791e-06,3.48279072419243e-06,14443
14444,4.31383908671412e-06,2.65356430190789e-06,3.48370169431101e-06,14444
14445,4.31496118929131e-06,2.65426413956787e-06,3.48461266442959e-06,14445
14446,4.31608329186849e-06,2.65496397722785e-06,3.48552363454817e-06,14446
14447,4.31720539444567e-06,2.65566381488783e-06,3.48643460466675e-06,14447
14448,4.31832749702286e-06,2.65636365254781e-06,3.48734557478533e-06,14448
14449,4.31944959960004e-06,2.65706349020779e-06,3.48825654490391e-06,14449
14450,4.32057170217722e-06,2.65776332786777e-06,3.4891675150225e-06,14450
14451,4.32169380475441e-06,2.65846316552775e-06,3.49007848514108e-06,14451
14452,4.32281590733159e-06,2.65916300318773e-06,3.49098945525966e-06,14452
14453,4.32393800990877e-06,2.65986284084771e-06,3.49190042537824e-06,14453
14454,4.32506011248596e-06,2.66056267850769e-06,3.49281139549682e-06,14454
14455,4.32618221506314e-06,2.66126251616767e-06,3.4937223656154e-06,14455
14456,4.32730431764032e-06,2.66196235382765e-06,3.49463333573399e-06,14456
14457,4.32842642021751e-06,2.66266219148763e-06,3.49554430585257e-06,14457
14458,4.32954852279469e-06,2.66336202914761e-06,3.49645527597115e-06,14458
14459,4.33067062537187e-06,2.66406186680759e-06,3.49736624608973e-06,14459
14460,4.33179272794905e-06,2.66476170446757e-06,3.49827721620831e-06,14460
14461,4.33291483052624e-06,2.66546154212755e-06,3.49918818632689e-06,14461
14462,4.33403693310342e-06,2.66616137978753e-06,3.50009915644547e-06,14462
14463,4.3351590356806e-06,2.66686121744751e-06,3.50101012656406e-06,14463
14464,4.33628113825779e-06,2.66756105510749e-06,3.50192109668264e-06,14464
14465,4.33740324083497e-06,2.66826089276747e-06,3.50283206680122e-06,14465
14466,4.33852534341215e-06,2.66896073042745e-06,3.5037430369198e-06,14466
14467,4.33964744598934e-06,2.66966056808743e-06,3.50465400703838e-06,14467
14468,4.34076954856652e-06,2.67036040574741e-06,3.50556497715696e-06,14468
14469,4.3418916511437e-06,2.67106024340739e-06,3.50647594727555e-06,14469
14470,4.34301375372089e-06,2.67176008106737e-06,3.50738691739413e-06,14470
14471,4.34413585629807e-06,2.67245991872735e-06,3.50829788751271e-06,14471
14472,4.34525795887525e-06,2.67315975638733e-06,3.50920885763129e-06,14472
14473,4.34638006145244e-06,2.67385959404731e-06,3.51011982774987e-06,14473
14474,4.34750216402962e-06,2.67455943170729e-06,3.51103079786845e-06,14474
14475,4.3486242666068e-06,2.67525926936727e-06,3.51194176798704e-06,14475
14476,4.34974636918399e-06,2.67595910702725e-06,3.51285273810562e-06,14476
14477,4.35086847176117e-06,2.67665894468723e-06,3.5137637082242e-06,14477
14478,4.35199057433835e-06,2.67735878234721e-06,3.51467467834278e-06,14478
14479,4.35311267691553e-06,2.67805862000719e-06,3.51558564846136e-06,14479
14480,4.35423477949272e-06,2.67875845766717e-06,3.51649661857994e-06,14480
14481,4.3553568820699e-06,2.67945829532715e-06,3.51740758869852e-06,14481
14482,4.35647898464708e-06,2.68015813298713e-06,3.51831855881711e-06,14482
14483,4.35760108722427e-06,2.68085797064711e-06,3.51922952893569e-06,14483
14484,4.35872318980145e-06,2.68155780830709e-06,3.52014049905427e-06,14484
14485,4.35984529237863e-06,2.68225764596707e-06,3.52105146917285e-06,14485
14486,4.36096739495582e-06,2.68295748362705e-06,3.52196243929143e-06,14486
14487,4.362089497533e-06,2.68365732128703e-06,3.52287340941001e-06,14487
14488,4.36321160011018e-06,2.68435715894701e-06,3.5237843795286e-06,14488
14489,4.36433370268737e-06,2.68505699660699e-06,3.52469534964718e-06,14489
14490,4.36545580526455e-06,2.68575683426697e-06,3.52560631976576e-06,14490
14491,4.36657790784173e-06,2.68645667192695e-06,3.52651728988434e-06,14491
14492,4.36770001041892e-06,2.68715650958693e-06,3.52742826000292e-06,14492
14493,4.3688221129961e-06,2.68785634724691e-06,3.5283392301215e-06,14493
14494,4.36994421557328e-06,2.68855618490689e-06,3.52925020024008e-06,14494
14495,4.37106631815046e-06,2.68925602256687e-06,3.53016117035867e-06,14495
14496,4.37218842072765e-06,2.68995586022685e-06,3.53107214047725e-06,14496
14497,4.37331052330483e-06,2.69065569788683e-06,3.53198311059583e-06,14497
14498,4.37443262588201e-06,2.69135553554681e-06,3.53289408071441e-06,14498
14499,4.3755547284592e-06,2.69205537320679e-06,3.53380505083299e-06,14499
14500,4.37667683103638e-06,2.69275521086677e-06,3.53471602095157e-06,14500
14501,4.37779893361356e-06,2.69345504852675e-06,3.53562699107016e-06,14501
14502,4.37892103619075e-06,2.69415488618673e-06,3.53653796118874e-06,14502
14503,4.38004313876793e-06,2.69485472384671e-06,3.53744893130732e-06,14503
14504,4.38116524134511e-06,2.69555456150669e-06,3.5383599014259e-06,14504
14505,4.3822873439223e-06,2.69625439916667e-06,3.53927087154448e-06,14505
14506,4.38340944649948e-06,2.69695423682665e-06,3.54018184166306e-06,14506
14507,4.38453154907666e-06,2.69765407448663e-06,3.54109281178165e-06,14507
14508,4.38565365165385e-06,2.69835391214661e-06,3.54200378190023e-06,14508
14509,4.38677575423103e-06,2.69905374980659e-06,3.54291475201881e-06,14509
14510,4.38789785680821e-06,2.69975358746657e-06,3.54382572213739e-06,14510
14511,4.38901995938539e-06,2.70045342512655e-06,3.54473669225597e-06,14511
14512,4.39014206196258e-06,2.70115326278653e-06,3.54564766237455e-06,14512
14513,4.39126416453976e-06,2.70185310044651e-06,3.54655863249313e-06,14513
14514,4.39238626711694e-06,2.70255293810649e-06,3.54746960261172e-06,14514
14515,4.39350836969413e-06,2.70325277576647e-06,3.5483805727303e-06,14515
14516,4.39463047227131e-06,2.70395261342645e-06,3.54929154284888e-06,14516
14517,4.39575257484849e-06,2.70465245108643e-06,3.55020251296746e-06,14517
14518,4.39687467742568e-06,2.70535228874641e-06,3.55111348308604e-06,14518
14519,4.39799678000286e-06,2.70605212640639e-06,3.55202445320462e-06,14519
14520,4.39911888258004e-06,2.70675196406637e-06,3.55293542332321e-06,14520
14521,4.40024098515723e-06,2.70745180172635e-06,3.55384639344179e-06,14521
14522,4.40136308773441e-06,2.70815163938633e-06,3.55475736356037e-06,14522
14523,4.40248519031159e-06,2.70885147704631e-06,3.55566833367895e-06,14523
14524,4.40360729288878e-06,2.70955131470629e-06,3.55657930379753e-06,14524
14525,4.40472939546596e-06,2.71025115236627e-06,3.55749027391611e-06,14525
14526,4.40585149804314e-06,2.71095099002625e-06,3.55840124403469e-06,14526
14527,4.40697360062032e-06,2.71165082768623e-06,3.55931221415328e-06,14527
14528,4.40809570319751e-06,2.71235066534621e-06,3.56022318427186e-06,14528
14529,4.40921780577469e-06,2.71305050300619e-06,3.56113415439044e-06,14529
14530,4.41033990835187e-06,2.71375034066617e-06,3.56204512450902e-06,14530
14531,4.41146201092906e-06,2.71445017832615e-06,3.5629560946276e-06,14531
14532,4.41258411350624e-06,2.71515001598613e-06,3.56386706474618e-06,14532
14533,4.41370621608342e-06,2.71584985364611e-06,3.56477803486477e-06,14533
14534,4.41482831866061e-06,2.71654969130609e-06,3.56568900498335e-06,14534
14535,4.41595042123779e-06,2.71724952896607e-06,3.56659997510193e-06,14535
14536,4.41707252381497e-06,2.71794936662605e-06,3.56751094522051e-06,14536
14537,4.41819462639216e-06,2.71864920428603e-06,3.56842191533909e-06,14537
14538,4.41931672896934e-06,2.71934904194601e-06,3.56933288545767e-06,14538
14539,4.42043883154652e-06,2.72004887960599e-06,3.57024385557626e-06,14539
14540,4.42156093412371e-06,2.72074871726597e-06,3.57115482569484e-06,14540
14541,4.42268303670089e-06,2.72144855492595e-06,3.57206579581342e-06,14541
14542,4.42380513927807e-06,2.72214839258593e-06,3.572976765932e-06,14542
14543,4.42492724185526e-06,2.72284823024591e-06,3.57388773605058e-06,14543
14544,4.42604934443244e-06,2.72354806790589e-06,3.57479870616916e-06,14544
14545,4.42717144700962e-06,2.72424790556587e-06,3.57570967628775e-06,14545
14546,4.4282935495868e-06,2.72494774322585e-06,3.57662064640633e-06,14546
14547,4.42941565216399e-06,2.72564758088583e-06,3.57753161652491e-06,14547
14548,4.43053775474117e-06,2.72634741854581e-06,3.57844258664349e-06,14548
14549,4.43165985731835e-06,2.72704725620579e-06,3.57935355676207e-06,14549
14550,4.43278195989554e-06,2.72774709386577e-06,3.58026452688065e-06,14550
14551,4.43390406247272e-06,2.72844693152575e-06,3.58117549699923e-06,14551
14552,4.4350261650499e-06,2.72914676918573e-06,3.58208646711782e-06,14552
14553,4.43614826762709e-06,2.72984660684571e-06,3.5829974372364e-06,14553
14554,4.43727037020427e-06,2.73054644450569e-06,3.58390840735498e-06,14554
14555,4.43839247278145e-06,2.73124628216567e-06,3.58481937747356e-06,14555
14556,4.43951457535864e-06,2.73194611982565e-06,3.58573034759214e-06,14556
14557,4.44063667793582e-06,2.73264595748563e-06,3.58664131771072e-06,14557
14558,4.441758780513e-06,2.73334579514561e-06,3.58755228782931e-06,14558
14559,4.44288088309018e-06,2.73404563280559e-06,3.58846325794789e-06,14559
14560,4.44400298566737e-06,2.73474547046557e-06,3.58937422806647e-06,14560
14561,4.44512508824455e-06,2.73544530812555e-06,3.59028519818505e-06,14561
14562,4.44624719082173e-06,2.73614514578553e-06,3.59119616830363e-06,14562
14563,4.44736929339892e-06,2.73684498344551e-06,3.59210713842221e-06,14563
14564,4.4484913959761e-06,2.73754482110549e-06,3.59301810854079e-06,14564
14565,4.44961349855328e-06,2.73824465876547e-06,3.59392907865938e-06,14565
14566,4.45073560113047e-06,2.73894449642545e-06,3.59484004877796e-06,14566
14567,4.45185770370765e-06,2.73964433408543e-06,3.59575101889654e-06,14567
14568,4.45297980628483e-06,2.74034417174541e-06,3.59666198901512e-06,14568
14569,4.45410190886202e-06,2.74104400940539e-06,3.5975729591337e-06,14569
14570,4.4552240114392e-06,2.74174384706537e-06,3.59848392925228e-06,14570
14571,4.45634611401638e-06,2.74244368472535e-06,3.59939489937087e-06,14571
14572,4.45746821659357e-06,2.74314352238533e-06,3.60030586948945e-06,14572
14573,4.45859031917075e-06,2.74384336004531e-06,3.60121683960803e-06,14573
14574,4.45971242174793e-06,2.74454319770529e-06,3.60212780972661e-06,14574
14575,4.46083452432512e-06,2.74524303536527e-06,3.60303877984519e-06,14575
14576,4.4619566269023e-06,2.74594287302525e-06,3.60394974996377e-06,14576
14577,4.46307872947948e-06,2.74664271068523e-06,3.60486072008236e-06,14577
14578,4.46420083205666e-06,2.74734254834521e-06,3.60577169020094e-06,14578
